MutationType   SelectionCoeff   GENIE_counts
Multi   0.508092612647448   0
Multi   1.15366310272279   0
Multi   0.0553647294629518   0
Single   1.53549476052813   0
Multi   0.11788146885423   0
Multi   0.67215468064421   0
Multi   0.386444032389886   0
Multi   1.23919191940689   0
Multi   0.993351503893493   0
Multi   0.593971266953554   0
Multi   1.07086260393073   0
Single   1.90461676861837   1
Multi   0.929627060952586   0
Multi   0.980076748530101   0
Single   1.61246423885704   3
Single   1.06028257256599   0
Multi   1.28071785278928   0
Multi   0.400405776674153   0
Multi   1.37484819200873   0
Multi   0.677090086467613   0
Multi   0.680102764410364   0
Multi   0.455419537895033   0
Multi   0.290134287309087   0
Single   0.118818667807574   0
Multi   1.35084370729534   0
Single   0.0420366884740344   0
Multi   1.39306573035182   0
Multi   0.138636257865122   0
Single   0.383862974593495   0
Multi   0.779800927052382   0
Multi   0.584427540644472   0
Multi   0.609120355172814   0
Single   0.110886403404982   0
Multi   0.151319364465475   0
Multi   0.764856028439427   0
Single   1.05527308106687   0
Multi   0.155576678377351   0
Multi   0.625214822303531   0
Multi   0.491607903744441   0
Single   0.275591077772096   0
Single   0.734466431132853   0
Multi   0.790225760925914   0
Multi   0.693158835624351   0
Single   1.1091488482302   0
Multi   0.83568912398777   0
Multi   0.560570102329188   0
Multi   0.019653248728113   0
Multi   0.556477257250798   0
Multi   0.0964067819537915   0
Single   1.24448804539885   0
Single   0.841696575714648   0
Multi   0.960358703904284   0
Multi   0.211733035634563   0
Multi   0.127789332984729   0
Multi   0.231650329603956   0
Multi   0.610883393203462   0
Single   1.25253911651592   0
Multi   0.688443119355208   0
Multi   0.00382391245760888   0
Single   0.154133008577413   0
Single   0.363388284677617   0
Multi   0.997508576893098   0
Single   0.322976657635402   0
Multi   0.177420288564345   0
Multi   0.501039926494449   0
Multi   0.8900605167413   0
Multi   0.773020933969644   0
Multi   0.342543102333946   0
Multi   1.24668561247328   0
Multi   0.82601641822426   0
Single   0.0765267877881247   0
Single   0.133651316998535   0
Multi   1.27818872259677   0
Multi   0.577454818386171   0
Single   0.315219749244742   0
Multi   0.0558130140573124   0
Single   0.0681863600237508   0
Multi   0.768016394796277   0
Single   0.855799163476321   0
Multi   0.0708936311383797   0
Multi   1.37442057824597   0
Multi   0.464794532234831   0
Single   0.283110161463519   0
Multi   2.17808303123626   0
Multi   0.617432224403287   0
Single   0.0260849500670957   0
Multi   0.0605912332550699   0
Single   0.667033171190054   0
Single   0.587809933042032   0
Multi   0.0965448727212313   0
Single   0.413275303053289   0
Multi   1.25372976314937   0
Multi   0.0931336843736852   0
Single   0.480492576001701   0
Multi   1.69064099539077   0
Multi   0.585644551577654   0
Single   0.483935125553496   0
Single   0.037524664313821   0
Single   0.482606048595025   0
Multi   0.300304938990257   0
Single   1.00635325001629   0
Multi   1.05867820932426   0
Single   1.2932841491732   0
Multi   0.129005522414827   0
Single   0.313599833626146   1
Multi   1.6033111326956   0
Multi   0.780242724212891   0
Single   0.867340519170087   0
Multi   0.540583996359778   0
Multi   2.58935096840032   0
Multi   0.211181719916448   0
Single   0.704898114032764   0
Single   0.639762746035866   0
Multi   2.57771000378445   0
Single   0.0547404685509085   0
Multi   0.149467591388593   0
Multi   0.235970047495121   0
Multi   2.42013258240634   0
Multi   0.0129124812823415   0
Single   0.16757020414584   0
Multi   0.00343837619991055   0
Multi   0.156168381459255   0
Single   1.87681532302723   1
Multi   0.187023753700589   0
Multi   0.243942219766703   0
Single   0.0560400241739967   0
Multi   2.61292794426813   0
Multi   0.263098232303338   0
Multi   0.00718050467249934   0
Multi   3.07578891079606   0
Multi   0.0255412989668815   0
Single   0.237896213202824   0
Multi   3.19514282561102   0
Multi   0.335736528310646   0
Single   0.720969928856833   0
Multi   0.519820175601088   0
Multi   2.45669227282137   0
Single   0.827481910889208   0
Single   0.0574391982667953   0
Multi   0.00233924907134717   0
Multi   0.00672312738858022   0
Multi   0.551382384641565   0
Multi   2.6806047314088   0
Multi   1.12912357118461   0
Multi   0.851405540183969   0
Single   0.409820615808873   1
Multi   2.48624440789836   0
Single   0.0585016604570583   0
Multi   0.180938203466756   0
Single   0.179790669409236   0
Multi   0.463674973881904   0
Multi   2.79362991915878   0
Multi   0.151183858484161   0
Multi   1.06415578467764   0
Single   1.9507516402007   4
Multi   0.449806908023155   0
Single   0.148316396095512   0
Multi   1.06734145027861   0
Single   0.981611371947156   0
Multi   0.947062503530336   0
Single   0.887131947353853   4
Single   0.269976941607074   0
Single   0.624089724636885   0
Multi   0.0689823985757502   0
Multi   0.648352205794076   0
Multi   1.6908843215801   0
Multi   0.875023444347818   0
Multi   0.120013897366657   0
Single   2.04890283905892   13
Multi   0.0650030329570247   0
Single   0.777060004309623   0
Single   0.911618418932114   0
Multi   2.71615256924511   0
Multi   0.496324322551691   0
Multi   0.901266646374924   0
Multi   0.891064605690314   0
Single   0.575382975829077   0
Multi   0.19407526024348   0
Multi   2.46571323087877   0
Multi   0.921831906720436   0
Single   0.028521987081583   0
Single   1.5541008364519   3
Multi   0.918685181148842   0
Single   0.223864465126711   0
Multi   1.43621562691571   0
Multi   0.95676042657286   0
Single   0.506471596850154   0
Single   0.069196620053579   0
Multi   2.43085401528469   0
Single   0.420028947768027   0
Single   0.113009111758284   0
Single   0.371847585137199   0
Multi   3.02797376920437   0
Multi   0.144280469539222   0
Single   0.252099712058834   0
Single   0.517815420830475   0
Multi   2.25317920562626   0
Multi   0.394250645436581   0
Single   0.440746811988226   0
Multi   0.248646216168008   0
Multi   0.638103800564498   0
Multi   0.309281735957382   0
Multi   1.22341624855084   0
Multi   2.25152999339946   0
Single   0.00613881429488931   0
Multi   0.543576069592136   0
Multi   0.718498519097705   0
Single   0.265450328477743   0
Multi   0.349743208555788   0
Single   0.326950653010653   0
Multi   0.520040701229535   0
Multi   0.0166021110000265   0
Multi   0.331598633676969   0
Single   1.81725254327536   3
Multi   0.315811346250506   0
Single   0.262753851547652   0
Multi   0.216225972775984   0
Multi   0.444930674655371   0
Single   0.742261834606831   0
Single   0.0574566784902061   0
Multi   1.85602571341953   0
Multi   0.171243736765867   0
Multi   0.141448540074379   0
Multi   0.314246268973786   0
Single   0.275176233322497   0
Multi   0.354843052865055   0
Single   0.0713229238539216   0
Multi   0.337763466755415   0
Multi   0.752196811656891   0
Multi   0.668120567256784   0
Multi   2.88810579412909   0
Multi   0.431892871132541   0
Multi   0.972949529633279   0
Multi   0.0126458291228044   0
Multi   0.276329539432688   0
Multi   0.27309233099686   0
Multi   0.15009110280505   0
Multi   1.01131121477023   0
Multi   0.633755803366888   0
Multi   0.561279007659636   0
Multi   0.0379846752781948   0
Single   1.56651749842725   4
Multi   0.772148961070621   0
Multi   0.302815165680856   0
Multi   0.577313400509965   0
Multi   0.000306239356410498   0
Single   0.218702490091077   0
Multi   0.719493376847403   0
Multi   0.790743177260466   0
Multi   0.509879944515413   0
Single   0.109947271675575   0
Single   0.838876228317819   0
Multi   0.441029505956163   0
Multi   1.80068345931769   0
Single   1.09452206895912   0
Multi   0.390375694764613   0
Multi   0.314556532027628   0
Single   0.251387610065885   0
Single   0.133327106486214   0
Multi   1.99261885569052   0
Multi   0.0881896225567649   0
Single   0.71019794180934   0
Multi   0.0369070154990946   0
Multi   0.316237883980471   0
Multi   0.434058483325708   0
Multi   0.471166988667469   0
Multi   0.480027755800579   0
Single   0.185327495260536   0
Multi   1.13148330868369   0
Multi   0.964462622038315   0
Single   1.74957263363925   3
Multi   0.0555072098124337   0
Multi   0.169511523944294   0
Single   1.24068400984588   0
Multi   0.501472263782057   0
Single   0.22037238023686   0
Multi   0.816810177112099   0
Single   0.259397202301916   0
Multi   2.15335127462876   0
Multi   0.764820513150736   0
Multi   0.622101869979276   0
Multi   1.2521449418665   0
Single   0.994032092816893   0
Single   0.981897338556816   0
Single   0.246266497497355   3
Multi   0.389175485790397   0
Multi   2.02191807452465   0
Multi   0.517692009231736   0
Multi   0.722803460823065   0
Single   0.0356035038508411   0
Single   0.818887652697874   0
Multi   0.603922623631595   0
Single   0.391187590945634   1
Multi   2.84443769586691   0
Multi   0.72323452698245   0
Multi   0.127742697876777   0
Multi   0.856509267586599   0
Single   0.499707080717076   0
Multi   0.630410995768276   0
Single   0.514246091379949   0
Multi   0.673799804235167   0
Multi   0.18117716300477   0
Multi   2.70421210288888   0
Single   0.184235764997808   0
Multi   0.0422654064736054   0
Multi   0.0296421698842473   0
Multi   0.64880618279189   0
Multi   0.989085749201193   0
Multi   2.79939308986589   0
Multi   0.00812043195798835   0
Multi   0.314698371958568   0
Single   0.173581031867933   0
Multi   0.178136040363338   0
Multi   0.397738363848808   0
Single   0.985519477261974   0
Multi   0.591284113390198   0
Single   0.102801833120785   0
Single   0.0833404626427622   0
Multi   1.83025154713067   0
Single   0.101645655676025   0
Multi   0.33833014574172   0
Multi   0.0241729209171203   0
Multi   0.243258340538748   0
Single   1.1352800775507   0
Multi   2.85299633790933   0
Multi   0.740524209882538   0
Multi   0.0343038822833531   0
Single   0.0575626510699889   0
Multi   1.29443354042062   0
Multi   0.330233223788102   0
Single   0.613117038901152   0
Single   0.401824569056359   0
Single   0.135322693782148   0
Multi   1.70843095084526   0
Single   0.307409194884797   0
Multi   0.190973379561397   0
Multi   0.593324640822168   0
Single   0.410656204126459   0
Single   0.108603549167946   0
Single   0.752234352307582   0
Multi   2.47159396760387   0
Multi   0.472958366940258   0
Multi   0.505432392174934   0
Single   0.521290899445036   0
Multi   0.474679035806389   0
Multi   0.655990132700245   0
Single   0.374296292484281   0
Multi   1.30742836928645   0
Single   0.347447674311114   0
Single   0.277138057752057   0
Multi   3.32781282152146   0
Multi   0.0259358122424029   0
Multi   0.559463421029905   0
Single   0.43754558391616   0
Multi   0.812155645489268   0
Multi   1.41046076295977   0
Multi   0.725437011941736   0
Multi   0.473981827842819   0
Single   0.58639118536529   0
Single   0.522815724338938   0
Single   0.0621477020116342   0
Single   0.238106407662261   0
Multi   0.758729785346802   0
Multi   3.18188895348018   0
Multi   0.606167210947931   0
Multi   0.179419358368273   0
Multi   0.505401097056425   0
Single   0.561467322592075   0
Multi   0.647263398836701   0
Single   0.767226955317615   0
Multi   0.0731414301126438   0
Multi   0.344950528027367   0
Multi   0.210087603696568   0
Multi   2.29292348045102   0
Single   1.05583407216742   0
Multi   0.477410001115961   0
Multi   0.775119449792204   0
Multi   1.0814523566289   0
Multi   0.174371066256205   0
Multi   0.272183332074814   0
Single   0.063758068107499   0
Single   0.628088715372803   0
Multi   0.521138869521861   0
Multi   2.79477234240826   0
Single   0.56988188256406   0
Multi   0.238945176482337   0
Multi   0.488756016851808   0
Multi   0.51695548874927   0
Multi   0.59611512333679   0
Multi   0.163246208597389   0
Single   0.0791832456157201   0
Single   0.279646363661924   0
Single   0.382899043769175   0
Multi   2.53228960064041   0
Multi   0.13971970746907   0
Multi   1.1886754863795   0
Single   0.0202281881424912   0
Single   1.08634838501028   0
Multi   0.103954287012517   0
Multi   0.732186561115944   0
Multi   3.17268195147866   0
Multi   0.105387150363535   0
Single   1.0176266151629   0
Multi   0.137397297271517   0
Single   0.865663627385845   0
Multi   2.63098054038963   0
Multi   0.398890056255711   0
Multi   0.259023054364036   0
Multi   0.590222123869751   0
Single   1.10757504548048   0
Multi   3.19179037793049   0
Multi   0.61742708430987   0
Multi   0.659767240238513   0
Multi   0.204481568333501   0
Multi   0.0319343604548722   0
Multi   1.49317916554629   0
Multi   0.848138733094861   0
Multi   0.660509620664991   0
Multi   0.664509287026671   0
Single   0.788241551264553   0
Multi   0.822225921618425   0
Single   0.364259099334634   0
Single   0.842960510078852   1
Multi   2.38911818255567   0
Single   0.0796392491595549   0
Multi   0.288782505277613   0
Multi   0.164960518368733   0
Multi   1.3970258014516   0
Multi   0.717562109468399   0
Single   0.775668524486077   0
Single   0.12191697804407   0
Single   0.942087916937233   0
Multi   2.16757336773755   0
Multi   0.0865720063347117   0
Single   0.43423990321229   0
Multi   0.00350510819637317   0
Multi   0.291297969914153   0
Single   1.21078130425249   0
Single   0.69039574459088   0
Single   0.275088727171311   0
Multi   0.0250983822246618   0
Multi   2.69818960548862   0
Single   0.426583022352121   0
Multi   0.650299651896559   0
Multi   0.181967095201371   0
Single   0.166089149974894   0
Single   0.301691450901067   0
Multi   0.207651530381819   0
Multi   2.96114358784429   0
Single   0.385836005782847   0
Multi   0.688947450066103   0
Single   0.556952470518683   0
Single   0.494387856964892   0
Multi   0.207171993716708   0
Multi   0.338303242489665   0
Multi   0.926993918934221   0
Single   1.1722927158844   0
Multi   0.574412045982962   0
Single   0.0582788645312022   0
Multi   1.979934132717   0
Multi   0.947661127238387   0
Single   1.03578001158438   0
Multi   0.364744612237982   0
Multi   0.406791578385188   0
Single   1.12218330960848   0
Multi   0.497852937573326   0
Multi   0.320885180461819   0
Multi   0.462959529157469   0
Single   0.879286869683965   0
Multi   0.467018577249931   0
Multi   0.962076420203419   0
Single   0.216317390654536   0
Single   0.88082259695978   0
Multi   1.00056996177287   0
Multi   0.382893513808505   0
Single   1.64722144499326   26
Single   1.54369340980778   0
Multi   0.711508694563254   0
Multi   0.221806840566186   0
Multi   1.09833833837174   0
Multi   1.09696066265114   0
Single   0.0956533388229482   0
Multi   1.09396054243351   0
Multi   0.820531548521986   0
Single   0.543666993772682   0
Single   0.0932845103372688   0
Multi   0.575118222620174   0
Multi   0.238319530979965   0
Multi   1.09149279209874   0
Multi   0.233258577310832   0
Multi   0.19920185218732   0
Multi   2.15174674720311   0
Multi   1.43344989179056   0
Multi   0.583481720282243   0
Multi   0.240558629721922   0
Multi   1.20033694697365   0
Single   0.246813235938315   0
Single   0.606909839508612   0
Single   0.0140440836720744   0
Multi   0.949400026141619   0
Single   1.48594138730444   0
Multi   0.285468240048973   0
Multi   2.32574135685859   0
Single   0.772618636743623   0
Multi   0.741393055009717   0
Multi   1.21183416516529   0
Multi   0.15740580497521   0
Multi   0.0251393316684322   0
Multi   0.258176737061736   0
Multi   0.844033930864498   0
Multi   1.04147515172191   0
Multi   0.583268067713081   0
Single   1.09213358816336   0
Multi   1.18712889062707   0
Multi   0.28699317193521   0
Single   0.0806026831194737   0
Multi   1.23120350544691   0
Multi   0.149759836487762   0
Single   0.881724663000287   6
Single   0.233597970888875   0
Single   0.885954100396025   0
Multi   0.0938193687880827   0
Multi   1.2023750509724   0
Multi   2.08605182781635   0
Multi   1.73951405309091   0
Multi   0.342064704158871   0
Multi   0.821888577709336   0
Single   0.915315322185253   0
Multi   0.603123268425454   0
Multi   0.906409292251456   0
Multi   1.91711205318047   0
Single   0.575761727488956   0
Multi   0.595544975948326   0
Single   0.880487201643484   0
Single   0.89281898618455   1
Multi   0.00459589317523745   0
Multi   0.0520293509359126   0
Multi   2.73212936329263   0
Multi   0.010986329291446   0
Multi   0.162562323287831   0
Multi   1.02934477334011   0
Single   0.705109264543899   0
Single   0.312868074833667   1
Multi   2.52053462453344   0
Single   0.8179419192261   2
Multi   0.163313140853379   0
Multi   1.59671485179399   0
Single   0.278916688105431   0
Single   0.501817786286798   0
Single   0.115197084367681   0
Single   0.029668061175096   0
Multi   0.942434023079358   0
Single   0.922478835716871   0
Multi   1.94471128366406   0
Multi   0.84617035685498   0
Multi   1.81532308144022   0
Multi   0.0177068302651729   0
Multi   0.171815152259879   0
Multi   1.48599048018374   0
Multi   0.516004782041601   0
Multi   0.129269131950722   0
Multi   0.595165700275261   0
Multi   2.63055263522492   0
Single   0.118729853092331   1
Multi   0.258978628718548   0
Multi   2.1327566817333   0
Multi   1.72603701165386   0
Multi   0.553726236439457   0
Multi   2.32103282659739   0
Multi   1.63904086575999   0
Multi   1.49167118693801   0
Single   1.01622549636742   1
Multi   0.779662114177251   0
Single   1.81088144910629   0
Single   0.449407393093056   4
Multi   0.971400627284636   0
Single   0.831125370315381   0
Multi   0.211663418808552   0
Single   0.576380004364061   1
Multi   0.426014390851401   0
Multi   0.638084206974452   0
Single   0.936185873815688   0
Single   0.246528122295277   0
Multi   0.546117349752108   0
Multi   2.51371160161979   0
Multi   0.357865592595711   0
Single   0.0809497518720543   0
Single   0.949827298965621   0
Single   1.75348444719768   0
Single   1.42569260251901   13
Multi   1.33049255327926   0
Multi   0.227949314791925   0
Single   1.52774413974356   0
Multi   0.332458272103405   0
Multi   1.40363688642417   0
Multi   0.0617738945687688   0
Single   0.0302331200802361   0
Multi   0.633604858035696   0
Single   0.301753356174805   0
Multi   0.404577242014226   0
Single   0.196880787199736   0
Single   1.14037437823442   0
Single   0.0692519927813401   0
Multi   0.0801583724593624   0
Single   1.58611500024916   2
Single   0.429030661784343   0
Multi   0.994189888062772   0
Multi   1.74927286520654   0
Multi   1.00005349124419   0
Multi   1.378804552232   0
Multi   0.0434815826896099   0
Multi   0.42601871986425   0
Single   0.548830904522459   0
Single   1.24439374563643   0
Multi   1.5809461169592   0
Multi   0.614708430847227   0
Multi   1.84225620803516   0
Multi   0.0670653171487327   0
Single   0.278923067923095   0
Single   0.303928665128106   0
Multi   2.77120359911546   0
Single   0.461729717172037   0
Multi   0.988773544710463   0
Multi   2.74752327465865   0
Multi   0.1603210478072   0
Single   0.364202232373214   0
Multi   2.83185626734582   0
Single   0.520071871727357   0
Multi   2.19676181472076   0
Multi   0.957617827818026   0
Single   1.15626397010732   4
Multi   0.473508216377251   0
Multi   0.315052721641247   0
Multi   0.602180229071071   0
Multi   0.329161329650886   0
Multi   1.41930354865366   0
Multi   1.69876510366478   0
Single   0.84627015475422   0
Single   1.87281638949469   0
Multi   0.393066203059065   0
Multi   0.14161232721959   0
Single   0.864527542497022   14
Single   2.86486589623992   0
Multi   0.765828901069184   0
Single   1.99538680959573   12
Single   1.45696909326133   1
Multi   3.45946724403786   0
Multi   3.20479308284418   0
Multi   3.49937010549692   0
Multi   4.50598192885411   0
Multi   3.40999005319978   0
Multi   2.18535152339424   0
Multi   4.62896321765206   0
Multi   1.69379369890342   0
Single   2.29518377151002   0
Single   0.852016205219138   3
Multi   1.69335440911276   0
Single   1.90462984568404   4
Multi   3.33183602349647   0
Multi   4.50115667157985   0
Multi   2.07269609629203   0
Multi   0.413783802933315   0
Multi   1.22860688898935   0
Multi   1.17466302772949   0
Single   0.446701747896881   0
Multi   1.95367040610058   0
Single   0.0668828768489109   0
Multi   0.0896280124473284   0
Multi   0.127435825235419   0
Multi   0.182189285947238   0
Multi   1.86272619962478   0
Single   1.61136274763208   0
Multi   0.105289649188413   0
Multi   0.50313570030185   0
Multi   2.08296745614482   0
Multi   2.83659457021059   0
Single   0.836799266365235   0
Single   3.84455358240116   1
Multi   3.89646901660749   0
Multi   3.50552100494181   0
Single   0.139351049718866   0
Multi   3.44535176848588   0
Multi   1.70114176557523   0
Multi   0.102286711610505   0
Single   1.23153633688803   0
Multi   4.33680363139711   0
Multi   3.49298153660343   0
Multi   4.06527852879805   0
Single   0.171966612809162   1
Multi   1.83870200447264   0
Single   0.734523583754907   9
Single   0.251556891779976   0
Multi   0.148727796160335   0
Single   0.344858307723038   0
Single   1.29387993582245   0
Multi   1.30480719136841   0
Multi   0.933124981441886   0
Multi   0.0926997187775361   0
Multi   1.40855583543341   0
Multi   4.99568211656247   0
Single   2.00623585903153   0
Multi   2.61133267366706   0
Multi   0.184142923782191   0
Multi   2.04259662450032   0
Multi   5.0630763227578   0
Multi   0.986684050195163   0
Single   3.15865526348488   2
Multi   4.83080077277399   0
Multi   4.63905132942114   0
Multi   4.72610766320178   0
Single   2.53412536610946   1
Multi   4.9653191995356   0
Single   0.678583800944144   0
Multi   4.88184672455344   0
Multi   4.36033844484405   0
Multi   4.10066602788389   0
Single   3.755179477014   4
Multi   6.24425341737509   0
Single   2.92154685900158   3
Multi   3.71781191252522   0
Single   1.88955777419994   0
Multi   1.04605460758276   0
Multi   0.0169555909444818   0
Single   0.512554174411711   9
Multi   2.64221783448182   0
Multi   2.35985466000136   0
Single   1.17468142327396   1
Single   1.1471890379115   4
Multi   2.28729669380389   0
Multi   0.93460605901377   0
Single   1.9060171906189   18
Multi   0.558180037142495   0
Multi   0.356756768357034   0
Single   3.31005444620455   8
Multi   3.28821626381618   0
Multi   2.9820377112086   0
Multi   0.829892967951688   0
Multi   0.690477271999766   0
Multi   4.52099468678437   0
Multi   0.0775002538163824   0
Multi   2.21392217792711   0
Multi   4.87330922961502   0
Multi   4.01629329483617   0
Multi   4.6634389339178   1
Multi   4.35463673304278   0
Multi   3.85350990210296   0
Single   1.07077365104648   1
Multi   3.90795391293081   0
Single   3.33619776649948   6
Single   3.43087847209891   2
Single   3.02930964200219   1
Multi   4.12331071184411   0
Multi   2.03529518954464   0
Multi   4.41522203502023   0
Multi   4.03860246511556   0
Multi   3.01397895281639   0
Single   2.15106697915948   0
Multi   0.976318912525558   0
Single   0.312567252580271   0
Single   0.270759300867051   0
Multi   1.27467107790283   0
Multi   0.768278336259028   0
Multi   0.687626587918224   0
Multi   5.25683450170625   0
Single   0.468709934265209   0
Single   0.568482727225978   1
Multi   3.15100245440915   0
Multi   0.954353472596091   0
Multi   4.65164649619863   0
Single   2.81605978646192   7
Multi   5.28718909226951   0
Multi   4.52946395858655   0
Multi   5.11095030993768   0
Multi   0.235730781494706   0
Single   1.0695899843294   0
Multi   3.92345584886817   0
Single   0.991779839721375   1
Multi   1.31293814581694   0
Multi   4.09212440306204   0
Multi   3.76040540506659   1
Multi   4.23994744471268   0
Multi   5.12692627744054   0
Single   3.14567205848419   1
Multi   4.10817643743485   0
Single   2.79230405127186   7
Multi   0.376975783823211   0
Single   0.0936795942142865   0
Multi   2.71923850522939   0
Multi   1.41195144787653   0
Multi   1.19752335099625   0
Single   0.813934690598775   0
Multi   0.237138915108719   0
Multi   0.000375643898448311   0
Single   0.287933384099805   1
Multi   1.42225747840718   0
Multi   0.557756959383057   0
Multi   2.79744825044851   0
Single   0.636386679976551   0
Single   0.0325422865694692   0
Single   0.205692375816875   0
Multi   1.41278368880649   0
Multi   1.75923515034671   0
Single   0.459833791464443   0
Single   1.8596694185304   0
Multi   0.374172620885788   0
Multi   1.60775248049334   0
Single   0.186100545392986   0
Multi   0.534663454306891   0
Multi   0.0436032813038263   0
Multi   1.58753153101013   0
Multi   3.29254036869218   0
Single   1.24680711119379   0
Multi   0.198798132471813   0
Multi   0.663687469527701   0
Multi   1.23058685743008   0
Single   0.592212211277896   0
Multi   1.09419558336578   0
Multi   0.30155348424534   0
Multi   0.0184061987792616   0
Multi   1.63213483576167   0
