muRate	SelectionCoeff
0.000184562	 0.000219456
4.61171e-05	 0.000116781
0.00125294	 0.000258121
6.37232e-05	 0.000389514
0.000108438	 0.000117806
0.0013909	 0.000171709
0.000114164	 0.0022175
0.000386402	 7.12462e-05
0.000299393	 0.000116781
0.000120194	 5.69913e-05
4.61171e-05	 0.000108438
0.000389514	 0.000376958
0.000101122	 0.000120194
5.69913e-05	 4.3279e-05
0.000161003	 0.000171125
0.000376958	 0.000122306
0.000596463	 0.000187589
0.00154431	 5.74869e-05
0.0055451	 0.000211884
0.000116159	 0.000404365
2.69344e-05	 0.00154431
0.000187589	 5.74869e-05
4.84902e-05	 0.000114164
0.000524927	 7.12462e-05
0.000117806	 2.90399e-05
0.00036574	 0.000596463
0.000108438	 4.61171e-05
4.61171e-05	 0.000108438
0.000389514	 5.74869e-05
0.000116781	 0.000258612
0.0013909	 8.48064e-05
0.00154431	 0.000187589
0.000101072	 0.000161003
4.3279e-05	 4.3279e-05
0.000161003	 0.000171125
0.000171125	 5.28578e-05
0.000116781	 0.00125294
0.000258121	 6.37232e-05
0.00047456	 0.000147155
0.000116781	 0.000161003
4.3279e-05	 5.69913e-05
0.000120194	 0.000376958
0.000171125	 0.000101122
0.000120194	 5.69913e-05
5.69913e-05	 0.000120194
0.000376958	 0.000376958
0.000122306	 8.64705e-05
0.000258612	 0.0013909
8.48064e-05	 0.0055451
0.000211884	 0.000134076
0.000101072	 0.000256572
0.000229706	 3.91346e-05
9.73512e-05	 5.98731e-05
5.28578e-05	 0.00015993
0.000404365	 4.84902e-05
2.69344e-05	 0.00047456
0.000147155	 0.00015993
3.08643e-05	 1.77921e-05
4.61171e-05	 0.000108438
0.000389514	 0.000299821
0.000596463	 0.000108438
4.61171e-05	 4.61171e-05
0.000108438	 0.000389514
0.000389514	 5.74869e-05
0.000116781	 0.000258612
0.0013909	 8.48064e-05
0.00154431	 0.000187589
0.000101072	 0.000161003
4.3279e-05	 4.3279e-05
0.000161003	 0.000171125
0.000171125	 5.28578e-05
0.000116781	 0.00125294
0.000258121	 6.37232e-05
0.00047456	 0.000147155
0.000596463	 0.000108438
4.61171e-05	 5.69913e-05
0.000120194	 0.000376958
0.000389514	 5.74869e-05
0.000578105	 0.000187589
0.00154431	 5.74869e-05
0.00154431	 0.000187589
5.89355e-05	 0.000578105
0.000122306	 0.0055451
0.000143898	 0.000100533
0.000211884	 7.72774e-05
8.04792e-05	 0.000120194
0.000134932	 5.69913e-05
0.000383236	 4.61171e-05
0.000596463	 0.000187589
0.00154431	 5.74869e-05
0.000389514	 0.000108438
0.000493632	 0.000258612
0.000156043	 0.000113821
8.04792e-05	 8.48064e-05
3.36313e-05	 0.00012038
0.00346634	 8.03819e-05
4.38742e-05	 0.000251636
3.60602e-05	 0.000278092
0.0022175	 9.62002e-05
8.24508e-05	 0.000299393
6.08129e-05	 0.000116781
0.000386402	 0.0022175
0.000159937	 8.90394e-05
0.000299393	 8.03819e-05
0.00195976	 4.38742e-05
0.000229706	 3.36313e-05
0.000256572	 9.73512e-05
5.74869e-05	 0.000278092
0.000258612	 0.0013909
8.48064e-05	 0.00154431
0.000187589	 6.08129e-05
0.000596463	 0.000122306
0.0055451	 0.000159937
8.90394e-05	 0.000211884
0.0022175	 6.37232e-05
0.000342897	 0.000258121
4.38742e-05	 3.36313e-05
8.03819e-05	 0.00125294
0.000284768	 0.000159937
0.000164744	 0.000323056
6.08129e-05	 0.000268975
6.84738e-05	 8.90394e-05
0.000326316	 0.000578105
0.00047456	 0.000147155
0.000159066	 6.99721e-05
0.00047456	 0.000325324
3.60186e-05	 0.000160289
0.000138584	 8.48085e-05
0.000348663	 0.000100007
0.0013909	 0.000171709
0.000258121	 4.38742e-05
3.36313e-05	 8.03819e-05
0.00125294	 2.69344e-05
0.000125136	 0.000187589
0.000404365	 5.74869e-05
0.00154431	 4.84902e-05
0.000376958	 0.000113821
0.000156043	 0.000258121
0.00125294	 8.58881e-05
6.37232e-05	 0.00036574
0.000325324	 3.60186e-05
0.000160289	 0.000138584
8.48085e-05	 0.000348663
2.90399e-05	 2.39387e-05
0.000190823	 4.84902e-05
0.00130222	 2.69344e-05
0.000404365	 3.10109e-05
0.0055451	 6.08129e-05
0.000364476	 0.00020632
0.000159937	 0.000281637
8.90394e-05	 5.26291e-05
0.000404365	 2.69344e-05
0.0055451	 0.000211884
0.000122306	 4.84902e-05
0.000948071	 0.000299393
0.000156043	 0.000113821
8.04792e-05	 0.000386402
2.69344e-05	 0.000184714
0.000187589	 0.000404365
5.74869e-05	 0.00154431
4.84902e-05	 0.0022175
6.08129e-05	 0.000160289
0.000337039	 0.000159937
0.000348663	 8.90394e-05
0.000248224	 0.000102141
0.000160289	 0.000130571
0.000348663	 8.30755e-05
7.33972e-05	 0.000219456
4.3279e-05	 8.90394e-05
0.000161003	 6.08129e-05
0.000210813	 0.000159937
6.08129e-05	 0.000116781
0.000386402	 0.0022175
0.000159937	 0.000299393
1.77921e-05	 0.00195976
0.000299821	 0.00065833
3.08643e-05	 0.000258121
8.03819e-05	 0.000116781
0.000256572	 0.000229706
3.36313e-05	 9.73512e-05
4.38742e-05	 0.000524927
0.000108438	 5.69913e-05
0.000120194	 0.000376958
0.000389514	 0.000301949
0.000130571	 5.98731e-05
0.000118118	 8.30755e-05
0.000134076	 3.91346e-05
7.33972e-05	 3.36313e-05
0.000116781	 0.000386402
0.0022175	 8.03819e-05
4.38742e-05	 0.000299393
0.000114164	 0.0013232
7.12462e-05	 0.000117806
0.000163528	 0.000256572
8.03819e-05	 0.000278092
0.000301949	 0.000146127
3.36313e-05	 6.69913e-05
0.000171125	 0.000258612
8.30755e-05	 0.000130571
7.91018e-05	 4.3279e-05
0.0013909	 0.000161003
0.000114164	 0.000141273
3.4477e-05	 0.00036574
0.000117806	 2.36028e-05
7.12462e-05	 0.000301949
0.000325324	 3.91346e-05
0.000160289	 0.000134076
5.98731e-05	 0.000348663
0.000118118	 5.89355e-05
0.000596463	 0.000122306
0.0055451	 0.000143898
0.000100533	 0.000211884
5.74869e-05	 0.000116781
0.000258612	 0.0013909
8.48064e-05	 0.00154431
0.000187589	 0.000596463
0.000108438	 4.61171e-05
4.3279e-05	 0.000161003
0.000171125	 0.000389514
0.0013232	 0.0013909
0.000100533	 0.000258612
0.000143898	 5.89355e-05
8.48064e-05	 0.000256572
0.000130571	 8.30755e-05
8.48085e-05	 0.000163528
0.000138584	 3.60186e-05
7.33972e-05	 0.0022175
0.000130571	 5.98731e-05
0.000342897	 8.30755e-05
0.000134076	 3.91346e-05
7.33972e-05	 0.000194543
0.00010549	 5.92555e-05
7.10864e-05	 0.000184562
9.62002e-05	 0.000284768
0.000281637	 8.70864e-05
0.000324143	 0.000284768
0.000159066	 0.000364476
0.000389514	 0.000258612
8.30755e-05	 0.000130571
7.91018e-05	 4.61171e-05
0.0013909	 0.000108438
0.000326316	 6.37232e-05
0.000123076	 0.000258121
8.24508e-05	 3.60602e-05
9.62002e-05	 0.00125294
0.000469183	 0.000146127
0.000156043	 0.000113821
8.04792e-05	 9.01083e-05
0.000524927	 0.000108438
4.61171e-05	 4.61171e-05
0.000108438	 0.000389514
0.000389514	 0.0022175
0.000130571	 5.98731e-05
0.000342897	 8.30755e-05
0.000134076	 3.91346e-05
7.33972e-05	 8.03819e-05
0.000578105	 0.00047456
0.000147155	 3.36313e-05
4.8366e-05	 0.000389514
0.000258612	 8.04792e-05
0.000156043	 9.93135e-05
4.61171e-05	 0.0013909
0.000108438	 5.74869e-05
0.000116781	 0.000258612
0.0013909	 8.48064e-05
0.00154431	 0.000187589
0.000114164	 0.000125136
7.12462e-05	 0.000117806
0.000163528	 0.000256572
0.000376958	 4.3279e-05
8.85925e-05	 0.000161003
4.38742e-05	 3.36313e-05
8.03819e-05	 0.000171125
0.000240147	 0.000120194
0.000156043	 0.000113821
8.04792e-05	 5.69913e-05
0.000122538	 0.000117806
0.000120194	 9.27052e-05
5.69913e-05	 0.000960636
0.000326316	 9.56813e-05
8.70864e-05	 0.000147155
0.000159066	 0.00047456
5.28578e-05	 8.30755e-05
0.000219456	 0.000210813
0.000130571	 0.000261836
0.00346634	 7.33972e-05
0.000241437	 6.08129e-05
0.000524927	 0.000122306
0.0055451	 0.000159937
8.90394e-05	 0.000211884
0.000114164	 0.000101072
0.000256572	 0.000229706
0.000117806	 9.73512e-05
7.12462e-05	 5.28578e-05
0.000596463	 0.000187589
0.00154431	 5.74869e-05
0.00047456	 0.000147155
5.74869e-05	 0.000116159
0.000404365	 4.84902e-05
2.69344e-05	 0.00154431
0.000187589	 4.61171e-05
0.00015993	 0.000187589
0.00154431	 5.74869e-05
0.000389514	 0.000108438
2.69344e-05	 0.000125136
4.84902e-05	 0.000404365
2.69344e-05	 0.000404365
4.84902e-05	 0.000114164
0.000596463	 0.00047456
0.000147155	 0.000117806
6.2052e-05	 0.000116159
0.000404365	 2.69344e-05
0.00154431	 0.000187589
5.74869e-05	 4.84902e-05
8.03819e-05	 0.00195976
4.38742e-05	 3.4477e-05
3.36313e-05	 0.00036574
2.36028e-05	 0.000116159
0.000404365	 2.69344e-05
0.00154431	 0.000187589
5.74869e-05	 4.84902e-05
0.000524927	 0.000108438
4.61171e-05	 1.77921e-05
3.08643e-05	 0.000299821
0.000389514	 0.000524927
0.00010549	 8.82883e-05
7.10864e-05	 0.000184562
0.000184562	 0.000524927
0.000108438	 4.61171e-05
4.61171e-05	 0.000108438
0.000389514	 0.00125845
0.00010549	 7.10864e-05
0.000386402	 8.24508e-05
3.60602e-05	 9.62002e-05
0.000256572	 0.000325324
3.60186e-05	 0.000160289
0.000138584	 8.48085e-05
0.000348663	 0.000163528
0.000376958	 0.000130571
5.98731e-05	 8.85925e-05
8.30755e-05	 0.000134076
3.91346e-05	 7.33972e-05
0.000301949	 4.3279e-05
0.000118118	 0.000161003
4.38742e-05	 3.36313e-05
8.03819e-05	 0.000171125
3.36313e-05	 0.000101072
0.00346634	 8.03819e-05
4.38742e-05	 0.000251636
0.000376958	 9.73512e-05
8.85925e-05	 0.000229706
4.38742e-05	 3.36313e-05
8.03819e-05	 0.000256572
0.000256572	 4.3279e-05
0.000100533	 0.000161003
5.89355e-05	 0.000163528
0.000143898	 0.000171125
0.0013232	 0.00010549
8.82883e-05	 7.10864e-05
0.000184562	 8.03819e-05
0.00015993	 3.4477e-05
0.00036574	 3.36313e-05
2.36028e-05	 4.38742e-05
0.000117806	 0.0013909
0.000171709	 0.000114164
0.0055451	 0.000122306
7.12462e-05	 0.000211884
0.000326316	 9.56813e-05
8.70864e-05	 0.000147155
0.000159066	 0.00047456
5.28578e-05	 0.000114164
0.0013232	 7.12462e-05
0.000117806	 0.000163528
0.000256572	 0.000224225
0.000143898	 0.000171125
0.000161003	 7.72774e-05
4.3279e-05	 0.000100533
0.000184714	 0.000299821
1.77921e-05	 0.00154431
0.000187589	 5.74869e-05
3.08643e-05	 0.000389514
0.000258612	 8.04792e-05
0.000156043	 9.93135e-05
4.61171e-05	 0.0013909
0.000108438	 5.74869e-05
0.000596463	 0.000187589
0.00154431	 5.74869e-05
0.00154431	 0.000187589
0.00047456	 6.37232e-05
0.000100533	 0.000258121
5.89355e-05	 0.000100007
0.000143898	 0.00125294
0.000184562	 6.37232e-05
8.90394e-05	 0.000258121
6.08129e-05	 8.82883e-05
0.000159937	 0.00125294
0.000117806	 0.000376958
8.85925e-05	 0.000114164
0.00346634	 0.000261836
7.12462e-05	 0.000241437
0.000184714	 0.000299821
1.77921e-05	 0.00154431
0.000187589	 5.74869e-05
3.08643e-05	 0.000376958
0.000258612	 8.04792e-05
0.000156043	 9.93135e-05
5.69913e-05	 0.0013909
0.000120194	 5.89355e-05
0.000116781	 0.00346634
0.000143898	 0.000100533
0.000251636	 8.30755e-05
0.000268975	 0.000116609
0.000130571	 0.000386402
0.0022175	 7.33972e-05
0.000299393	 0.000299821
8.48085e-05	 0.000138584
0.000258121	 0.00125294
2.8225e-05	 6.37232e-05
8.30755e-05	 0.000184562
8.82883e-05	 0.000130571
2.39387e-05	 0.00130222
7.33972e-05	 3.10109e-05
2.39387e-05	 5.26291e-05
0.000258121	 0.00130222
6.37232e-05	 0.00125294
3.10109e-05	 0.000948071
0.000299393	 0.000156043
0.000113821	 8.04792e-05
0.000386402	 0.000596463
0.000108438	 4.61171e-05
4.61171e-05	 0.000108438
0.000389514	 0.000389514
5.74869e-05	 0.000101122
0.000258612	 0.0013909
8.48064e-05	 0.00154431
0.000187589	 0.000122306
0.000101122	 0.000258612
0.0013909	 8.48064e-05
0.0055451	 0.000211884
0.000376958	 0.000261836
8.85925e-05	 0.000241437
4.38742e-05	 3.36313e-05
8.03819e-05	 0.00346634
9.62002e-05	 4.3279e-05
8.90394e-05	 0.000161003
6.08129e-05	 5.92555e-05
0.000159937	 0.000171125
0.000170659	 0.0022175
0.000160289	 0.000299393
0.000325324	 0.000348663
0.000386402	 0.00287849
0.000164744	 6.84738e-05
0.000122306	 8.24508e-05
3.60602e-05	 9.62002e-05
0.000268975	 8.79642e-05
2.69344e-05	 0.000147155
5.28578e-05	 0.00047456
0.000404365	 0.000114164
0.000524927	 7.12462e-05
0.000117806	 0.000118118
0.000301949	 7.10864e-05
0.000325324	 0.000254476
0.000184562	 0.0055451
0.000122306	 0.00010549
0.000211884	 2.36028e-05
0.000103263	 0.00036574
0.000737852	 3.4477e-05
0.000258612	 0.000219456
0.000284768	 0.000281637
0.000183557	 0.000210813
0.000250418	 7.80011e-05
0.000364476	 0.000227946
0.000102141	 0.000364476
0.000130571	 0.000281637
8.30755e-05	 7.33972e-05
0.000101072	 0.000299821
1.77921e-05	 0.0055451
0.000211884	 0.000122306
3.08643e-05	 0.000114164
0.000524927	 7.12462e-05
0.000117806	 0.000163528
0.000256572	 0.000117806
0.000301949	 0.000118118
0.000114164	 0.0055451
0.000122306	 7.12462e-05
0.000211884	 0.000219456
0.000284768	 3.91346e-05
0.000364476	 0.000134076
5.98731e-05	 0.000281637
0.000210813	 0.000768852
0.000160922	 0.000364476
0.000130571	 0.000281637
8.30755e-05	 7.33972e-05
8.30755e-05	 0.000184562
8.82883e-05	 0.000130571
0.000122306	 0.0055451
7.33972e-05	 0.000211884
8.04792e-05	 0.000256572
0.000163528	 0.000156043
0.000261836	 0.00346634
0.000113821	 0.000241437
0.000120208	 0.000156043
0.000229706	 0.000256572
7.49262e-05	 9.73512e-05
0.000113821	 0.000256572
0.000284768	 0.000281637
8.48085e-05	 0.000163528
0.000138584	 3.60186e-05
0.000364476	 0.000114164
0.000278092	 0.000301949
0.000146127	 0.000117806
8.06773e-05	 0.000159937
0.000281637	 0.000364476
0.000144873	 0.000284768
0.000281637	 0.000364476
4.72246e-05	 2.39387e-05
0.000147155	 5.28578e-05
0.00047456	 0.00130222
0.000268975	 9.73512e-05
8.90394e-05	 0.000229706
6.08129e-05	 0.000116609
0.000159937	 0.000256572
0.000114164	 8.48085e-05
0.000138584	 0.000241437
0.00346634	 7.50237e-05
0.000261836	 0.000114164
0.000524927	 7.12462e-05
0.000117806	 0.000163528
0.000256572	 0.000114164
0.000524927	 7.12462e-05
0.000117806	 0.000100007
0.00047456	 0.000114164
0.000125136	 7.12462e-05
0.000117806	 0.000100007
0.00047456	 4.61171e-05
0.000578105	 0.000187589
0.00154431	 5.74869e-05
0.000389514	 0.000108438
0.000184562	 0.000284768
3.60186e-05	 0.000364476
0.000138584	 8.48085e-05
0.000281637	 8.82883e-05
0.000117806	 0.000376958
8.85925e-05	 0.000114164
0.00346634	 0.000261836
7.12462e-05	 0.000241437
4.61171e-05	 0.000116159
0.000404365	 4.84902e-05
2.69344e-05	 0.000389514
0.000108438	 4.61171e-05
0.000116781	 0.000258612
0.0013909	 8.48064e-05
0.000389514	 0.000108438
0.000117806	 0.0013909
0.000171709	 0.000114164
0.00346634	 0.000261836
7.12462e-05	 0.000241437
0.000326316	 9.56813e-05
8.70864e-05	 0.000147155
0.000159066	 0.00047456
5.28578e-05	 2.69344e-05
0.000184714	 0.000258121
0.000404365	 6.37232e-05
0.00125294	 4.84902e-05
5.89355e-05	 0.000116781
0.000386402	 0.0022175
0.000143898	 0.000100533
0.000299393	 8.04792e-05
0.000301949	 0.000118118
0.000156043	 0.000261836
0.00346634	 0.000113821
0.000241437	 0.000134076
0.000299393	 8.04792e-05
0.000156043	 0.000250111
3.91346e-05	 0.0022175
5.98731e-05	 0.000134076
0.000524927	 0.00047456
0.000147155	 3.91346e-05
5.63654e-05	 0.000114164
0.000524927	 0.00047456
0.000147155	 0.000117806
6.2052e-05	 0.00287849
0.00010549	 7.10864e-05
0.000122306	 8.24508e-05
3.60602e-05	 9.62002e-05
0.000184562	 0.000301949
6.37232e-05	 0.000100533
0.000258121	 5.89355e-05
0.000118118	 0.000143898
0.00125294	 0.000256572
0.000325324	 3.60186e-05
0.000160289	 0.000138584
8.48085e-05	 0.000348663
0.000163528	 0.000301949
0.000130571	 8.30755e-05
8.48085e-05	 0.000118118
0.000138584	 3.60186e-05
7.33972e-05	 0.000256572
0.000325324	 3.60186e-05
0.000160289	 0.000138584
8.48085e-05	 0.000348663
0.000163528	 0.000194543
0.00010549	 8.82883e-05
7.10864e-05	 0.000184562
0.000184562	 0.000134076
0.000299393	 0.000117806
0.000114164	 0.000228824
3.91346e-05	 0.0022175
5.98731e-05	 0.000256572
0.000250418	 7.80011e-05
8.48085e-05	 0.000163528
0.000138584	 3.60186e-05
0.000183557	 0.000326316
0.000113821	 0.000156043
0.000241437	 0.00346634
0.000108877	 0.000261836
6.08129e-05	 0.000578105
0.000122306	 0.0055451
0.000159937	 8.90394e-05
0.000211884	 0.000171125
0.000258612	 8.04792e-05
0.000156043	 9.93135e-05
4.3279e-05	 0.0013909
0.000161003	 0.000524927
0.00010549	 8.82883e-05
7.10864e-05	 0.000184562
0.000184562	 2.69344e-05
0.000116159	 0.000187589
0.000404365	 5.74869e-05
0.00154431	 4.84902e-05
2.69344e-05	 0.000125136
4.84902e-05	 0.000404365
2.69344e-05	 0.000404365
4.84902e-05	 0.0013232
0.00010549	 8.82883e-05
7.10864e-05	 0.000184562
0.000184562	 0.00047456
0.000159937	 6.08129e-05
8.48085e-05	 0.000100007
0.000138584	 3.60186e-05
8.90394e-05	 0.00148194
2.69344e-05	 0.000108438
4.61171e-05	 0.000389514
0.000404365	 0.000224225
0.000143898	 0.000171125
0.000161003	 7.72774e-05
4.3279e-05	 0.000100533
4.61171e-05	 0.000524927
0.000187589	 0.00154431
5.74869e-05	 0.000389514
0.000108438	 0.00287849
0.00010549	 7.10864e-05
0.000122306	 8.24508e-05
3.60602e-05	 9.62002e-05
0.000184562	 0.0013232
0.0013909	 0.000100533
0.000258612	 0.000143898
5.89355e-05	 8.48064e-05
0.000114164	 0.000524927
0.00047456	 0.000147155
0.000117806	 6.2052e-05
0.00185389	 0.00010549
7.10864e-05	 0.000261836
8.24508e-05	 3.60602e-05
9.62002e-05	 0.000184562
0.00185389	 0.00010549
7.10864e-05	 0.000261836
8.24508e-05	 3.60602e-05
9.62002e-05	 0.000184562
0.000114164	 0.000101072
0.000256572	 0.000229706
0.000117806	 9.73512e-05
7.12462e-05	 0.000469183
0.000146127	 0.000156043
0.000113821	 8.04792e-05
9.01083e-05	 7.10864e-05
0.000325324	 0.000254476
0.000184562	 0.0055451
0.000122306	 0.00010549
0.000211884	 8.04792e-05
0.000301949	 0.000118118
0.000156043	 0.000386402
0.0022175	 0.000113821
0.000299393	 5.89355e-05
0.000524927	 0.000122306
0.0055451	 0.000143898
0.000100533	 0.000211884
0.000114164	 0.000113821
0.000156043	 0.000241437
0.00346634	 8.98439e-05
0.000261836	 2.39387e-05
7.76944e-05	 0.000258121
0.00130222	 6.37232e-05
0.00125294	 3.10109e-05
9.62002e-05	 0.000250418
7.80011e-05	 0.000183557
5.92555e-05	 0.000250418
7.80011e-05	 0.000183557
0.000612647	 0.000299393
0.000138584	 8.48085e-05
3.60186e-05	 0.000386402
0.000469183	 0.000146127
0.000156043	 0.000113821
8.04792e-05	 9.01083e-05
2.36028e-05	 5.26291e-05
0.00036574	 0.000800901
3.4477e-05	 0.000187589
0.00147844	 2.36028e-05
0.000108438	 4.61171e-05
0.000389514	 0.00036574
0.000256572	 0.000159937
6.08129e-05	 8.48085e-05
0.000163528	 0.000138584
3.60186e-05	 8.90394e-05
0.000376958	 0.000113821
0.000156043	 0.000258121
0.00125294	 8.58881e-05
6.37232e-05	 0.000130571
0.000281637	 0.000160289
0.000160599	 0.000284768
0.000348663	 0.000364476
0.000117806	 0.0013909
0.000171709	 0.000114164
0.00346634	 0.000261836
7.12462e-05	 0.000241437
0.000114164	 0.000125136
7.12462e-05	 0.000117806
0.000100007	 0.00047456
0.000101072	 0.000299821
1.77921e-05	 0.0055451
0.000211884	 0.000122306
3.08643e-05	 0.000326316
0.000310294	 8.70864e-05
0.000229706	 0.000159066
0.000256572	 9.73512e-05
0.000114164	 0.000299393
8.30755e-05	 0.000130571
0.000229899	 0.000117806
0.0022175	 7.12462e-05
0.000578105	 0.000108438
4.61171e-05	 4.3279e-05
0.000161003	 0.000171125
0.000389514	 8.03819e-05
0.000299393	 8.04792e-05
0.000156043	 0.000250111
3.36313e-05	 0.0022175
4.38742e-05	 0.000122306
0.000116781	 0.000258612
0.0013909	 8.48064e-05
0.0055451	 0.000211884
1.77921e-05	 0.00195976
0.000299821	 0.00065833
3.08643e-05	 0.000258121
0.000101417	 0.000143898
0.000229706	 0.000256572
7.97341e-05	 9.73512e-05
0.000100533	 8.04792e-05
0.00047456	 0.000100007
0.000156043	 0.000386402
0.0022175	 0.000113821
0.000299393	 0.00014814
2.69344e-05	 0.000108438
4.61171e-05	 0.000389514
0.000404365	 0.000125136
0.000299821	 1.77921e-05
0.00154431	 0.000187589
